ID1,ID2,X1,X2,Y
510,510,CS(=O)(=O)OCCCCOS(C)(=O)=O__ClCCN(CCCl)P1(=O)NCCCO1__CO[C@@H]1C[C@@H](CC[C@H]1O)\\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\\C(C)=C\\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,D47.1__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C91.01__C91.02__C91.00__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C90.01__C90.02__C90.00__D47.Z1__E70.338__E70.339__P09.3__O28.0__P61.8__P61.9__T45.8X1A,0
511,511,ClCCN(CCCl)P1(=O)NCCCO1,D81.0__D81.31__D81.1__D81.2__D84.9__D81.9__D83.9__D84.821__B20__D82.2__D84.822__D81.810__E53.0__E53.1__E61.0__E61.1__E61.2__E61.3__D68.61__D69.41__D81.4__E24.1__E26.01__E26.81__E34.0,0
512,512,CN(C)\\N=N\\C1=C(N=CN1)C(N)=O,C43.0__C43.31__D03.9__C43.51__C43.9__D03.0__C43.4__C46.1,1
513,513,CCN(CC)CCNC(=O)C1=C(C)NC(\\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,0
514,514,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,0
515,515,ClCCN(CCCl)P1(=O)NCCCO1__OC(=O)C1=CN=CC=C1,C92.A1__C92.A2__C92.61__C92.62__C92.A0__C92.60,0
516,516,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,D30.3__C67.5__C67.9__C79.11__C67.0__C67.1__D41.4,1
517,517,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,N50.82__R07.2__R07.82__R10.13__R10.33__R14.1__R52__D30.3__C67.5__C67.9__C79.11__C67.0__C67.1__D41.4__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C18.2__C18.4__C18.6__C18.7__C18.9__D12.2__D12.3__K22.2__K22.81__Q39.4__P78.83__I85.00__I85.01__I85.10__C25.3__C61__D29.1__D40.0__Z15.03__Z80.42__Z85.46__Z12.5__C57.4__D28.2__C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11,1
518,518,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,D17.71__D30.00__D30.01__D30.02__D41.00__D41.01__D41.02,0
519,519,ClCCN(CCCl)P1(=O)NCCCO1,D61.3__D61.9__D61.09__D61.1__D61.2__D61.89,0
520,520,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C90.01__C90.02__C90.00,0
521,521,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,B18.2__B18.0__B18.1__B18.8__B18.9__K71.3__K71.4,1
522,522,CN1N=NC2=C(N=CN2C1=O)C(N)=O__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31,0
523,523,CC1(C)CC2=C(C(=NN2C2=CC(N[C@H]3CC[C@@H](CC3)OC(=O)CN)=C(C=C2)C(N)=O)C(F)(F)F)C(=O)C1,E70.338__E70.339__P09.3__O28.0__P61.8__P61.9__T45.8X1A,1
524,524,CN(C)\\N=N\\C1=C(N=CN1)C(N)=O,C43.0__C43.31__D03.9__C43.51__C43.9__D03.0__C43.4,1
525,525,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,D46.4__D46.1__D46.A__D46.0__D46.20__D46.21__D46.22__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31,0
526,526,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,J45.998__J82.83__J45.909__J45.991__J45.20__J45.30__J45.40,0
527,527,ClCCN(CCCl)P1(=O)NCCCO1__N[C@@H](CCCNC(N)=N)C(O)=O__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F__OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1__N[C@@H](CCCNC(N)=N)C(O)=O,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
528,528,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2__[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2__OC(=O)C1=CC=CC=C1O,Z87.820__Z13.850__S06.2X0S__S06.2X0A__S06.2X0D__S06.300S__S06.300A__G40.803__G40.804__G40.911__G40.919__G40.B11__G40.B19__G40.801,0
529,529,COC1=CC(=N\\C1=C/C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1__COC1=CC(=N\\C1=C/C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1,C91.11__C91.12__C91.10,1
530,530,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC__CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
531,531,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1__N[C@@H](CCCNC(N)=N)C(O)=O__N[C@@H](CCCNC(N)=N)C(O)=O__OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__D68.61__D69.41__D81.4__E24.1__E26.01__E26.81__E34.0__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__D68.61__D69.41__D81.4__E24.1__E26.01__E26.81__E34.0__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__D68.61__D69.41__D81.4__E24.1__E26.01__E26.81__E34.0__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__D68.61__D69.41__D81.4__E24.1__E26.01__E26.81__E34.0__C88.0,1
532,532,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1__NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1__COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,D02.20__D02.21__D02.22__D02.20__D02.21__D02.22,1
533,533,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C__ClCCN(CCCl)P1(=O)NCCCO1,C92.A1__C92.A2__C92.61__C92.62__C92.A0__C92.60__R19.5__H35.09__M26.50__M26.59__Q99.8__R06.89__R06.9__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2,1
534,534,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,1
535,535,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1__NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,G35__M15.3__M67.49__M89.09__M89.59__M94.29__Q78.6,1
536,536,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C45.9__C45.0__C45.1__C45.2__C45.7,0
537,537,CN\\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,H35.23__H35.20__H35.21__H35.22__E10.3553__E11.3553__E13.3553,1
538,538,CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,0
539,539,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G30.8__G30.9__G30.0__G30.1,1
540,540,CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,0
541,541,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,1
542,542,COC1=CC=C(C=C1)N(C)C1=NC(C)=NC2=C1C=CC=C2,C43.0__C43.31__D03.9__C43.51__C43.9__D03.0__C43.4,1
543,543,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\\C=C\\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C__ClCCN(CCCl)P1(=O)NCCCO1__N[C@@H](CCCNC(N)=N)C(O)=O__CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O__[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C__OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O__C\\C(\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\\C(O)=O,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,0
544,544,O=C1NC(=O)[C@H]([C@@H]1C1=CNC2=CC=CC=C12)C1=CN2CCCC3=C2C1=CC=C3,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
545,545,[H][C@@](O)(CO)CC1(CC1)S(=O)(=O)NC1=C(OC)C=C(F)C(F)=C1NC1=C(F)C=C(I)C=C1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,1
546,546,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
547,547,CN1N=NC2=C(N=CN2C1=O)C(N)=O,C84.67__C84.77__C84.7A__C84.60__C84.70__C84.62__C84.66,1
548,548,N[C@@H](CCCNC(N)=N)C(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
549,549,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C25.3,1
550,550,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2__NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,C25.3,0
551,551,COC1=C(C\\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C__CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,G35__C81.18,1
552,552,ClCCN(CCCl)P1(=O)NCCCO1__COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2__[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,1
553,553,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G25.0,0
554,554,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123__Z73.82__G31.84__M10.38__M10.30__M10.311__M10.312__M10.319,0
555,555,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
556,556,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC__COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,D89.810__D89.811__D89.813__D89.812,0
557,557,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC__NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F__CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,D30.3__C67.5__C67.9__C79.11__C67.0__C67.1__D41.4,1
558,558,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,K94.02__K94.12__K94.22__K94.32__N99.511__A02.9__A31.0,1
559,559,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,J45.998__J82.83__J45.909__J45.991__J45.20__J45.30__J45.40,1
560,560,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C18.2__C18.4__C18.6__C18.7__C18.9__D12.2__D12.3__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
561,561,ClCCN(CCCl)P1(=O)NCCCO1__NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,0
562,562,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,J34.81__K92.81__K12.30__K12.39__K12.33__N76.81__K12.31__C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11,0
563,563,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C96.A__C46.9__C96.22__C46.0__C46.2__C92.31__C92.32__C46.1,1
564,564,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(O)C#C)[C@@H](O)C=C1C[C@@H](O)CC[C@]31C,K51.80__K51.813__K51.814__K51.90__K51.913__K51.914__K51.811,1
565,565,CSCC[C@H](N)C(O)=O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
566,566,ClCCN(CCCl)P1(=O)NCCCO1__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11,0
567,567,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,C46.1__C45.9__C45.0__C45.1__C45.2__C45.7,1
568,568,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CC(C)(C)C1=C(\\C=C2/NC(=O)\\C(NC2=O)=C\\C2=CC=CC=C2)N=CN1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
569,569,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,C18.2__C18.4__C18.6__C18.7__C18.9__D12.2__D12.3__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
570,570,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\\C)=C\\C1=CSC(C)=N1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,0
571,571,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,C61__D29.1__D40.0__Z15.03__Z80.42__Z85.46__Z12.5,0
572,572,CN(C)C(=N)NC(N)=N__CN(C)C(=N)NC(N)=N,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
573,573,ClCCN(CCCl)P1(=O)NCCCO1__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O__ClCCN(CCCl)P1(=O)NCCCO1__CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1__[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
574,574,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,R18.0__C17.3__G21.0__J91.0__C05.2__C10.0__C16.0,1
575,575,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,0
576,576,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,E70.0,1
577,577,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,C25.3,1
578,578,COC1=CC=C(C=C1)N(C)C1=NC(C)=NC2=C1C=CC=C2,L51.0__L51.8__L51.9,1
579,579,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,B18.2__B17.10__B17.11__B19.20__B19.21__B15.0__B15.9,1
580,580,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,C92.A1__C92.A2__C92.61__C92.62__C92.A0__C92.60,1
581,581,N[C@@H](CCCNC(N)=N)C(O)=O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C57.00__C57.01__C57.02__K65.1__K66.0__N99.4__N73.6__R88.0__Z49.32__Z49.02,0
582,582,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2__COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,I27.0__I27.20__I27.21__I27.24__I27.29__P29.30__I27.22__J44.9__J44.1__J44.0,1
583,583,[H][C@]1(CO)O[C@@]([H])(N2C=C3C4=C(N=CN=C24)N(C)NC3=N)[C@]([H])(O)[C@]1([H])O,E70.338__E70.339__P09.3__O28.0__P61.8__P61.9__T45.8X1A__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,1
584,584,ClCCN(CCCl)P1(=O)NCCCO1,T86.11__T86.12__T86.13__Z94.0__T86.10__T86.19__Z48.22,1
585,585,N[C@@H](CCCNC(N)=N)C(O)=O,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
