ID1,ID2,X1,X2,Y
297,297,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,L40.52,0
298,298,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1__CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,I50.814__I09.81__I50.82__I50.89__I50.9__T86.22__I11.0,1
299,299,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,P35.1,1
300,300,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,0
301,301,FC1=CNC(=O)NC1=O__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12__NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
302,302,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,1
303,303,CSCC[C@H](N)C(O)=O__N1C=CN=C1,C43.0__C43.31__D03.9__C43.51__C43.9__D03.0__C43.4,0
304,304,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,I27.0__I27.20__I27.21__I27.24__I27.29__P29.30__I27.22,1
305,305,N[C@@H](CCCNC(N)=N)C(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G46.4__G46.3__Z82.3__I25.2__I21.9__I21.A1__I21.A9__I21.4__I22.2__I23.8__E23.2__N25.1__P70.2__O24.92__Z83.3__Z86.32__E10.65,1
306,306,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,N95.0__N95.2,1
307,307,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1__CN(C)C(=N)NC(N)=N,I06.0__Q25.3__I35.0__I06.2__Q23.0__I35.2,0
308,308,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O__CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,M15.4__M15.0__M16.9__M17.9__M19.011__M19.012__M19.019,1
309,309,FC1=C(C=CC=C1)N1C=CC(NC(=O)[C@H]2CC[C@@]3(CC2)OC(=O)C2=C3C=NC=C2)=N1,E66.8__E66.9__E66.1__O99.214__O99.215__O99.210__O99.211,0
310,310,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,J45.998__J82.83__J45.909__J45.991__J45.20__J45.30__J45.40,1
311,311,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,I12.9__N18.9__Q61.9__I12.0__D63.1__N18.1__N18.5__P70.2__O24.92__Z83.3__E10.65__E10.9__E11.65__E11.9__D53.2__D64.9__D46.4__D53.0__D53.9__D61.3__D61.9,0
312,312,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,I15.0__I97.3__K76.6__P29.2__G93.2__H40.053__I10,1
313,313,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,0
314,314,CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1,D46.Z__D46.9__C94.6__D46.C__C94.21__C94.22__C94.20__C93.Z1__C93.Z2__C93.91__C93.92__C93.01__C93.02__C93.Z0__C90.01__C90.21__C90.31__C92.31__C95.91__F10.11__F10.21__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C92.51__C92.52__C93.11__C93.12__C93.31__C93.32__C92.50__C94.01__C94.02__C94.00__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__D46.Z__D46.9__C94.6__D46.C__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2,1
315,315,ClCCN(CCCl)P1(=O)NCCCO1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,0
316,316,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,E78.2__E78.49__E78.5__E78.01__E78.00__Z83.42,1
317,317,CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1,C92.A1__C92.A2__C92.61__C92.62__C92.A0__C92.60,0
318,318,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,K50.90__K50.913__K50.914__K50.911__K50.912__K50.918__K50.919,1
319,319,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,F31.81__F31.89__F31.9__F25.0__F31.0__F31.31__F31.32,1
320,320,COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C3=CC=CC=C3)C=C2)C=C1,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
321,321,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,1
322,322,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O__CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O__CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,M06.9__M05.9__M06.08__M06.00__M06.011__M06.012__M06.019,1
323,323,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,M08.08__M08.48__M08.011__M08.012__M08.019__M08.021__M08.022,1
324,324,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,I50.20__I50.21__I50.22__I50.30__I50.31__I50.32__I50.40,0
325,325,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1__ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,1
326,326,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1__ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,1
327,327,N[C@@H](CCCNC(N)=N)C(O)=O__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11,0
328,328,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2__CSCC[C@H](N)C(O)=O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__D02.20__D02.21__D02.22__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,0
329,329,ClCCN(CCCl)P1(=O)NCCCO1__N[C@@H](CCCNC(N)=N)C(O)=O__NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O__ClCCN(CCCl)P1(=O)NCCCO1__CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,0
330,330,CC1=CC(=O)C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]12C__CN(C)CCOC1=CC=C(C=C1)C(=C(\\CCCl)C1=CC=CC=C1)\\C1=CC=CC=C1__N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N__[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,0
331,331,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O__CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O__[H][C@](CC1=CC=CC=C1)(N=C(O)[C@@]1([H])CC[C@@]([H])(CC1)C(C)C)C(O)=O__CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,0
332,332,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,M81.6__Z82.62__Z13.820__M81.8__Z87.310__M81.0__M80.80XS,1
333,333,CC12CC3CC(C)(C1)CC(N)(C3)C2,G30.8__G30.9__G30.0__G30.1,0
334,334,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,T86.830__T86.820,0
335,335,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C90.01__C90.02__C90.00,0
336,336,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,M79.7,1
337,337,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,I11.0__I11.9__I27.1__I51.9__I09.9__I27.9__I01.8__I49.9__I47.0__I49.8__I48.0__I48.21__I48.91__I48.11__I48.19__I48.20,0
338,338,N[C@@H](CCCNC(N)=N)C(O)=O,C57.00__C57.01__C57.02__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C30.0__Z12.81__D14.0__C14.8__D37.09__Z86.003__Z85.818,0
339,339,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O__OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,N50.82__R07.2__R07.82__R10.13__R10.33__R14.1__R52__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
340,340,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O__OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,N50.82__R07.2__R07.82__R10.13__R10.33__R14.1__R52__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
341,341,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,G30.8__G30.9__G30.0__G30.1__G30.8__G30.9__G30.0__G30.1,1
342,342,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O__C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,G20,0
343,343,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,1
344,344,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1__CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,G35__G93.81__K74.1__Q85.1__G12.21__G12.23__M34.0,0
345,345,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C__[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C__[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,N26.2__Q63.0__Q63.2__Z52.4__I75.81__N19__N20.0,0
346,346,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O,A54.5__J02.0__J31.2__B08.5__J02.9__A50.03__J02.8,0
347,347,FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1,E10.40__E11.40__E13.40__E10.43__E11.43__E13.43__E08.40,0
348,348,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,J34.81__K92.81__K12.30__K12.39__K12.33__N76.81__K12.31__B08.61__B37.0__A69.0__K12.1__B08.4__C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11__C44.520__C44.92__C44.02__C44.321__C44.521__C44.82__C44.42,1
349,349,CN(C)C(=N)NC(N)=N__CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,0
350,350,CN(C)C(=N)NC(N)=N__CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1__CSCC[C@H](N)C(O)=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
351,351,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,F20.0__F20.1__F20.2__F20.3__F20.5__F20.89__F20.9__F31.81__F31.89__F31.9__F25.0__F31.0__F31.31__F31.32,1
352,352,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,1
353,353,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,C49.A0__C49.A1__C49.A2__C49.A5__C49.A3__C49.A4__C49.A9,0
354,354,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O__ClCCN(CCCl)P1(=O)NCCCO1__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F__N[C@@H](CC1=CN=CN1)C(O)=O__CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O__NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1__S=C1N=CNC2=C1NC=N2__ClCCN(CCCl)P1(=O)NCCCO1__NC1=NC(=S)C2=C(N1)N=CN2__CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,C83.57__C83.50__C91.01__C91.02__C83.52__C83.56__C83.53,1
355,355,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,A54.22__A59.02__N41.0__N41.1__N41.4,1
356,356,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O__CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C90.01__C90.02__C90.00,0
357,357,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C90.01__C90.02__C90.00,1
358,358,[H][C@@]1(CC[C@](CC1)(C#N)C1=CC(OC2CCCC2)=C(OC)C=C1)C(O)=O,J44.9__J44.1__J44.0,1
359,359,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,B18.2__B18.0__B18.1__B18.8__B18.9__K71.3__K71.4,1
360,360,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G40.803__G40.804__G40.911__G40.919__G40.B11__G40.B19__G40.801,1
361,361,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC__OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1__N[C@@H](CCCNC(N)=N)C(O)=O__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,E29.0__E29.1__E29.8__E29.9__E89.5__N50.811__N50.812,1
362,362,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,C61__D29.1__D40.0__Z15.03__Z80.42__Z85.46__Z12.5,0
363,363,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F__CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C61__D29.1__D40.0__Z15.03__Z80.42__Z85.46__Z12.5,0
364,364,[H]\\C(=C(\\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC__[H]\\C(=C(\\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,H34.8131__H34.8132__H34.8111__H34.8121__H34.8191__H34.8331__H34.8112,1
365,365,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,1
366,366,O,K50.90__K50.913__K50.914__K50.911__K50.912__K50.918__K50.919,1
367,367,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,H35.23__H35.20__H35.21__H35.22__E10.3553__E11.3553__E13.3553__E10.311__E10.319__E11.311__E11.319__E13.311__E13.319__E10.3513,0
368,368,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8,1
369,369,FC1=CC=C(C=C1)C1=CN=CC(CNC[C@H]2CCC3=CC=CC=C3O2)=C1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G20__K22.4__G24.01,0
370,370,C[C@@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1__C[C@@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,G30.8__G30.9__G30.0__G30.1__G31.09__G31.83__F01.50__F01.51__F03.90__F03.91__F18.17,0
371,371,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,N50.82__R07.2__R07.82__R10.13__R10.33__R14.1__R52__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
372,372,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,F33.0__F33.1__F33.9__F32.0__F32.1__F32.9__F33.40,1
373,373,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Q78.0,1
374,374,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,M06.9__M05.9__M06.08__M06.00__M06.011__M06.012__M06.019,1
